1022,QATAR AIRWAYS,GHAZIABAD,DELHI,22/7/2020,19:16,8795
1017,VISTARA,PATNA,JAIPUR,17/7/2020,0:49,6616
1003,ALLIANCE AIR,BANGALORE,LUCKNOW,28/7/2020,14:16,5110
1044,ETIHAD AIRWAYS,FARIDABAD,DELHI,2/6/2020,15:40,4794
1063,ALLIANCE AIR,BANGALORE,PATNA,23/6/2020,8:36,9467
1062,AIR INDIA,THANE,AGRA,26/6/2020,10:57,4256
1068,INDIGO,DELHI,PUNE,8/5/2020,22:31,4841
1091,VISTARA,VASAI-VIRAR,JAIPUR,7/7/2020,11:18,7874
1100,GOAIR,NASHIK,JAIPUR,16/7/2020,15:23,6169
1071,SAUDI AIRLINES SAUDIA,LUDHIANA,SURAT,17/7/2020,17:18,4031
1057,TRUJET,AGRA,FARIDABAD,21/7/2020,19:5,6361
1093,SAUDI AIRLINES SAUDIA,LUCKNOW,PIMPRI-CHINCHWAD,7/5/2020,5:26,6978
1074,TRUJET,VADODARA,VASAI-VIRAR,10/6/2020,1:8,4342
1069,AIR INDIA,VARANASI,JAIPUR,27/6/2020,4:54,5546
1072,AIRASIA INDIA,VASAI-VIRAR,CHENNAI,19/6/2020,3:21,5990
1070,AIRASIA INDIA,MEERUT,HYDERABAD,23/5/2020,4:47,6822
1056,ETIHAD AIRWAYS,MEERUT,THANE,6/7/2020,1:48,7459
1066,TRUJET,LUDHIANA,LUDHIANA,9/5/2020,6:22,6442
1064,AIRASIA INDIA,PUNE,NAGPUR,12/7/2020,18:39,6379
1099,QATAR AIRWAYS,BHOPAL,LUCKNOW,3/6/2020,10:8,5499
1083,AIRASIA INDIA,MEERUT,BANGALORE,22/5/2020,1:0,8282
1065,AIRASIA INDIA,NASHIK,LUDHIANA,9/7/2020,20:32,6522
1052,ALLIANCE AIR,AGRA,FARIDABAD,25/6/2020,23:11,9636
1085,VISTARA,LUCKNOW,FARIDABAD,25/6/2020,10:15,7198
1079,INDIGO,BANGALORE,BANGALORE,23/6/2020,13:40,5903
1095,SAUDI AIRLINES SAUDIA,SURAT,NAGPUR,20/6/2020,4:5,8174
1077,ALLIANCE AIR,DELHI,AGRA,8/7/2020,8:22,7506
1078,AIR INDIA,AGRA,NASHIK,10/6/2020,6:43,6960
1054,QATAR AIRWAYS,NAGPUR,INDORE,3/6/2020,19:38,9625
1089,ETIHAD AIRWAYS,JAIPUR,INDORE,8/7/2020,22:57,4832
1055,VISTARA,PIMPRI-CHINCHWAD,AGRA,26/6/2020,6:18,5595
1092,INDIGO,PATNA,LUDHIANA,17/5/2020,16:42,5170
1059,INDIGO,PIMPRI-CHINCHWAD,PIMPRI-CHINCHWAD,22/6/2020,8:16,8957
1098,TRUJET,AHMEDABAD,KALYAN-DOMBIVLI,17/5/2020,17:19,4830
1082,VISTARA,GHAZIABAD,PIMPRI-CHINCHWAD,5/7/2020,17:49,7980
1058,AIR INDIA,SURAT,VASAI-VIRAR,27/5/2020,7:29,8982
1060,AIR INDIA EXPRESS,HYDERABAD,LUCKNOW,25/7/2020,11:22,7970
1076,ETIHAD AIRWAYS,AGRA,BANGALORE,27/7/2020,9:47,6773
1081,ETIHAD AIRWAYS,FARIDABAD,NASHIK,8/5/2020,9:32,5692
1087,INDIGO,NASHIK,MEERUT,6/6/2020,3:17,9249
1053,SAUDI AIRLINES SAUDIA,SURAT,RAJKOT,20/7/2020,10:59,4840
1084,QATAR AIRWAYS,MUMBAI,KALYAN-DOMBIVLI,24/5/2020,12:45,4744
1090,AIRASIA INDIA,VARANASI,MEERUT,15/7/2020,9:59,6250
1061,ETIHAD AIRWAYS,INDORE,PIMPRI-CHINCHWAD,8/7/2020,6:18,6520
1096,QATAR AIRWAYS,KOLKATA,KALYAN-DOMBIVLI,10/7/2020,11:30,4621
1088,AIR INDIA,KOLKATA,RAJKOT,12/5/2020,12:8,9698
1073,AIR INDIA,FARIDABAD,SURAT,13/6/2020,1:51,9494
1080,ETIHAD AIRWAYS,MEERUT,DELHI,29/5/2020,6:18,6831
1051,GOAIR,VISAKHAPATNAM,THANE,6/6/2020,7:29,9293
1097,GOAIR,AGRA,PATNA,13/5/2020,22:3,9874
1067,QATAR AIRWAYS,PIMPRI-CHINCHWAD,BHOPAL,23/5/2020,7:51,5992
1086,AIRASIA INDIA,AGRA,NAGPUR,21/6/2020,1:56,6676
1094,AIR INDIA EXPRESS,MEERUT,MEERUT,29/5/2020,3:14,4450
1075,SPICEJET,VARANASI,JAIPUR,1/7/2020,1:39,9628
1126,ETIHAD AIRWAYS,NASHIK,PUNE,24/5/2020,9:22,7530
1135,VISTARA,DELHI,HYDERABAD,21/6/2020,1:20,9537
1134,AIR INDIA,LUDHIANA,JAIPUR,20/6/2020,21:17,9519
1104,AIRASIA INDIA,NAGPUR,NASHIK,29/5/2020,14:26,6553
1148,AIR INDIA,VISAKHAPATNAM,CHENNAI,22/7/2020,0:56,9882
1109,INDIGO,VISAKHAPATNAM,LUDHIANA,22/7/2020,16:35,8991
1128,AIR INDIA,AGRA,JAIPUR,30/7/2020,2:43,4942
1115,AIR INDIA,KANPUR,HYDERABAD,29/6/2020,4:33,8271
1143,VISTARA,PUNE,INDORE,20/7/2020,19:20,5543
1113,AIR INDIA EXPRESS,VADODARA,BANGALORE,5/5/2020,23:57,4997
1138,SPICEJET,NAGPUR,KOLKATA,30/6/2020,4:23,6431
1147,INDIGO,PATNA,FARIDABAD,8/6/2020,5:50,6791
1133,ALLIANCE AIR,LUDHIANA,MEERUT,29/5/2020,3:56,9861
1132,ETIHAD AIRWAYS,BHOPAL,PUNE,18/7/2020,17:10,8790
1114,QATAR AIRWAYS,KANPUR,PIMPRI-CHINCHWAD,26/6/2020,14:32,9828
1130,QATAR AIRWAYS,JAIPUR,AHMEDABAD,13/7/2020,1:8,9365
1123,QATAR AIRWAYS,VARANASI,PATNA,15/7/2020,5:39,7687
1140,QATAR AIRWAYS,AGRA,BHOPAL,4/5/2020,3:23,8722
1101,GOAIR,LUDHIANA,CHENNAI,14/5/2020,7:34,4185
1150,AIR INDIA,RAJKOT,THANE,25/6/2020,18:53,5166
1127,GOAIR,GHAZIABAD,PATNA,5/7/2020,9:10,4654
1122,INDIGO,AHMEDABAD,RAJKOT,20/6/2020,21:5,9745
1105,ALLIANCE AIR,BANGALORE,NAGPUR,28/6/2020,14:4,6258
1119,AIR INDIA,VARANASI,INDORE,17/6/2020,1:18,7541
1124,ETIHAD AIRWAYS,VASAI-VIRAR,LUDHIANA,23/5/2020,1:32,4915
1118,INDIGO,MUMBAI,PATNA,15/5/2020,13:39,5857
1106,TRUJET,NASHIK,PATNA,7/5/2020,21:33,6833
1129,AIR INDIA,BANGALORE,MEERUT,17/7/2020,12:0,5661
1107,GOAIR,DELHI,LUCKNOW,30/6/2020,5:23,4324
1110,AIR INDIA,CHENNAI,BANGALORE,1/7/2020,6:53,8555
1120,SAUDI AIRLINES SAUDIA,MEERUT,JAIPUR,2/7/2020,13:8,8524
1112,QATAR AIRWAYS,KOLKATA,GHAZIABAD,2/6/2020,7:33,4818
1103,SPICEJET,KANPUR,NASHIK,17/6/2020,8:7,8483
1149,ETIHAD AIRWAYS,RAJKOT,MEERUT,4/6/2020,14:17,9174
1131,ALLIANCE AIR,BANGALORE,MUMBAI,12/5/2020,11:33,6785
1121,SAUDI AIRLINES SAUDIA,MUMBAI,KALYAN-DOMBIVLI,29/5/2020,22:22,9402
1142,ETIHAD AIRWAYS,VADODARA,GHAZIABAD,7/7/2020,4:19,9657
1145,AIRASIA INDIA,VADODARA,VASAI-VIRAR,26/7/2020,19:6,7674
1144,ALLIANCE AIR,GHAZIABAD,AHMEDABAD,20/6/2020,4:35,9315
1137,ETIHAD AIRWAYS,KANPUR,INDORE,21/5/2020,8:40,4244
1108,ETIHAD AIRWAYS,PATNA,MUMBAI,15/7/2020,17:32,9138
1141,AIR INDIA,HYDERABAD,VISAKHAPATNAM,19/5/2020,22:18,5394
1136,ALLIANCE AIR,BHOPAL,THANE,9/6/2020,3:27,4970
1102,SAUDI AIRLINES SAUDIA,KALYAN-DOMBIVLI,RAJKOT,9/7/2020,4:4,8606
1111,TRUJET,VISAKHAPATNAM,JAIPUR,16/5/2020,13:29,7957
1139,TRUJET,KANPUR,AHMEDABAD,17/5/2020,5:28,9687
1125,AIR INDIA,INDORE,VISAKHAPATNAM,24/6/2020,3:33,9663
1116,SAUDI AIRLINES SAUDIA,NASHIK,KANPUR,20/5/2020,11:18,8440
1146,INDIGO,VADODARA,RAJKOT,9/6/2020,21:35,6945
1117,TRUJET,JAIPUR,AGRA,3/5/2020,19:6,6480
1159,AIRASIA INDIA,HYDERABAD,BANGALORE,6/5/2020,6:27,8347
1180,SAUDI AIRLINES SAUDIA,PATNA,CHENNAI,24/5/2020,10:56,7419
1156,AIR INDIA,HYDERABAD,PATNA,25/7/2020,0:59,7321
1168,INDIGO,AGRA,HYDERABAD,28/5/2020,10:8,9085
1198,GOAIR,BANGALORE,KALYAN-DOMBIVLI,26/6/2020,0:38,5207
1189,ETIHAD AIRWAYS,THANE,BHOPAL,11/5/2020,4:28,9183
1182,GOAIR,KANPUR,PUNE,28/7/2020,23:36,6635
1200,ETIHAD AIRWAYS,INDORE,PUNE,4/5/2020,0:29,4526
1191,SPICEJET,NAGPUR,BANGALORE,8/6/2020,7:55,9630
1157,TRUJET,BANGALORE,KALYAN-DOMBIVLI,10/7/2020,14:41,8432
1188,ETIHAD AIRWAYS,MUMBAI,INDORE,9/6/2020,13:0,4728
1185,AIRASIA INDIA,NASHIK,VASAI-VIRAR,19/7/2020,23:58,5306
1190,VISTARA,KANPUR,LUDHIANA,30/5/2020,18:46,5324
1173,VISTARA,MUMBAI,VISAKHAPATNAM,20/7/2020,11:6,7626
1170,SAUDI AIRLINES SAUDIA,VARANASI,VISAKHAPATNAM,20/6/2020,9:8,8495
1193,AIRASIA INDIA,FARIDABAD,GHAZIABAD,2/5/2020,11:18,5389
1165,ALLIANCE AIR,JAIPUR,VADODARA,5/6/2020,21:50,6437
1194,AIR INDIA EXPRESS,LUCKNOW,VASAI-VIRAR,23/6/2020,15:11,9713
1195,GOAIR,RAJKOT,NASHIK,8/6/2020,22:59,8469
1151,VISTARA,NASHIK,DELHI,21/5/2020,14:5,6272
1161,VISTARA,SURAT,BHOPAL,3/7/2020,17:34,5164
1179,AIR INDIA EXPRESS,DELHI,HYDERABAD,6/6/2020,11:6,5932
1154,INDIGO,BANGALORE,PATNA,14/7/2020,16:53,7066
1171,AIR INDIA,JAIPUR,JAIPUR,19/7/2020,16:46,7584
1183,AIRASIA INDIA,VISAKHAPATNAM,JAIPUR,23/6/2020,1:22,6349
1196,TRUJET,JAIPUR,PATNA,5/7/2020,21:15,9518
1153,ALLIANCE AIR,INDORE,INDORE,1/7/2020,11:5,4039
1199,QATAR AIRWAYS,PUNE,SURAT,9/5/2020,6:21,8933
1169,AIR INDIA,SURAT,HYDERABAD,29/7/2020,7:35,8900
1174,SPICEJET,PUNE,MEERUT,4/5/2020,17:57,7563
1160,TRUJET,VASAI-VIRAR,AHMEDABAD,10/7/2020,10:9,4978
1164,SPICEJET,MEERUT,LUDHIANA,17/7/2020,8:2,7563
1175,QATAR AIRWAYS,VARANASI,LUCKNOW,24/5/2020,12:20,7124
1172,ETIHAD AIRWAYS,PUNE,NASHIK,10/5/2020,0:35,5832
1155,ETIHAD AIRWAYS,BANGALORE,KOLKATA,18/5/2020,1:38,7612
1163,GOAIR,LUDHIANA,AGRA,23/5/2020,2:34,9072
1167,AIR INDIA EXPRESS,PATNA,THANE,1/6/2020,13:31,8114
1158,AIR INDIA,BHOPAL,KOLKATA,5/5/2020,22:50,4485
1178,SAUDI AIRLINES SAUDIA,HYDERABAD,VASAI-VIRAR,26/6/2020,0:20,9298
1192,INDIGO,BHOPAL,NASHIK,1/7/2020,10:9,7327
1177,SPICEJET,VADODARA,PUNE,16/6/2020,8:32,9632
1197,INDIGO,DELHI,KANPUR,14/7/2020,5:32,6129
1181,VISTARA,PATNA,AGRA,27/5/2020,23:53,7659
1162,AIR INDIA EXPRESS,PUNE,PATNA,11/7/2020,10:13,7642
1152,QATAR AIRWAYS,VADODARA,AHMEDABAD,26/7/2020,14:52,9230
1176,INDIGO,LUCKNOW,MUMBAI,20/5/2020,8:57,4822
1166,AIR INDIA,VASAI-VIRAR,DELHI,26/7/2020,4:42,9418
1186,ETIHAD AIRWAYS,PATNA,INDORE,11/5/2020,12:32,6660
1184,ALLIANCE AIR,AHMEDABAD,JAIPUR,25/6/2020,10:45,7219
1187,SPICEJET,PIMPRI-CHINCHWAD,GHAZIABAD,4/6/2020,21:29,5968
1206,VISTARA,THANE,FARIDABAD,14/7/2020,18:30,7037
1248,SAUDI AIRLINES SAUDIA,GHAZIABAD,LUDHIANA,11/6/2020,16:50,9047
1250,TRUJET,THANE,VISAKHAPATNAM,8/6/2020,7:19,9617
1246,VISTARA,LUDHIANA,GHAZIABAD,15/6/2020,6:41,4079
1244,SPICEJET,PATNA,THANE,4/6/2020,6:54,4101
1220,AIRASIA INDIA,GHAZIABAD,BHOPAL,23/7/2020,20:23,8615
1214,QATAR AIRWAYS,LUDHIANA,INDORE,29/5/2020,14:25,8351
1225,AIRASIA INDIA,LUCKNOW,KOLKATA,13/5/2020,13:27,6170
1239,SAUDI AIRLINES SAUDIA,VISAKHAPATNAM,SURAT,21/7/2020,7:29,9300
1231,AIR INDIA,KOLKATA,JAIPUR,3/6/2020,14:33,6651
1211,TRUJET,VASAI-VIRAR,VISAKHAPATNAM,29/5/2020,12:52,8839
1243,SAUDI AIRLINES SAUDIA,LUDHIANA,MEERUT,16/5/2020,12:23,8967
1228,SAUDI AIRLINES SAUDIA,RAJKOT,VADODARA,5/7/2020,0:50,5342
1213,GOAIR,BHOPAL,KANPUR,1/7/2020,9:14,9556
1238,ALLIANCE AIR,SURAT,FARIDABAD,15/5/2020,20:32,4928
1226,AIRASIA INDIA,NAGPUR,JAIPUR,12/5/2020,13:15,4829
1232,VISTARA,VISAKHAPATNAM,THANE,17/7/2020,9:41,4037
1205,ETIHAD AIRWAYS,MUMBAI,KOLKATA,24/5/2020,11:35,4044
1241,AIR INDIA EXPRESS,CHENNAI,NASHIK,16/5/2020,9:39,5303
1237,ETIHAD AIRWAYS,AHMEDABAD,PUNE,21/6/2020,12:8,5845
1217,AIR INDIA EXPRESS,KANPUR,PUNE,16/7/2020,18:33,5744
1209,AIRASIA INDIA,CHENNAI,AGRA,3/5/2020,16:20,9169
1218,AIRASIA INDIA,THANE,AGRA,8/6/2020,0:19,6344
1208,VISTARA,KALYAN-DOMBIVLI,VADODARA,11/6/2020,14:53,7590
1219,AIR INDIA,CHENNAI,PATNA,2/6/2020,5:24,8011
1236,SPICEJET,LUCKNOW,VISAKHAPATNAM,28/5/2020,11:32,5695
1249,INDIGO,AGRA,PATNA,16/5/2020,18:37,8691
1235,SAUDI AIRLINES SAUDIA,JAIPUR,MEERUT,14/6/2020,7:49,9836
1210,GOAIR,BHOPAL,DELHI,22/5/2020,21:13,4150
1247,AIRASIA INDIA,KALYAN-DOMBIVLI,DELHI,18/5/2020,15:26,8613
1202,INDIGO,VADODARA,NAGPUR,1/5/2020,3:35,4182
1224,AIRASIA INDIA,CHENNAI,VASAI-VIRAR,26/6/2020,17:56,7714
1242,ETIHAD AIRWAYS,PUNE,PATNA,25/5/2020,15:5,5726
1227,AIR INDIA EXPRESS,NAGPUR,BHOPAL,1/5/2020,19:0,4652
1222,GOAIR,KALYAN-DOMBIVLI,VISAKHAPATNAM,29/6/2020,12:4,5082
1215,VISTARA,CHENNAI,PIMPRI-CHINCHWAD,11/5/2020,11:54,9002
1207,SAUDI AIRLINES SAUDIA,AHMEDABAD,MUMBAI,3/7/2020,20:33,4029
1201,AIRASIA INDIA,THANE,BHOPAL,12/6/2020,2:58,9259
1230,ALLIANCE AIR,PIMPRI-CHINCHWAD,NASHIK,5/5/2020,0:28,9694
1223,AIR INDIA EXPRESS,HYDERABAD,VASAI-VIRAR,29/7/2020,10:34,7896
1221,ETIHAD AIRWAYS,KALYAN-DOMBIVLI,VASAI-VIRAR,16/5/2020,2:35,8924
1233,TRUJET,INDORE,THANE,28/7/2020,17:50,5966
1216,VISTARA,VASAI-VIRAR,NAGPUR,2/7/2020,22:42,4952
1204,INDIGO,KOLKATA,LUCKNOW,12/6/2020,11:37,7990
1203,AIR INDIA EXPRESS,PATNA,KALYAN-DOMBIVLI,14/6/2020,21:51,5349
1245,SAUDI AIRLINES SAUDIA,KOLKATA,AGRA,16/5/2020,15:10,8928
1234,ETIHAD AIRWAYS,PIMPRI-CHINCHWAD,JAIPUR,6/7/2020,5:55,4316
1240,GOAIR,FARIDABAD,PATNA,3/7/2020,18:34,9425
1212,ALLIANCE AIR,MEERUT,LUDHIANA,8/5/2020,16:59,8579
1229,ETIHAD AIRWAYS,DELHI,NAGPUR,26/7/2020,5:26,4274
1253,TRUJET,MEERUT,MUMBAI,17/7/2020,22:24,8966
1299,GOAIR,BHOPAL,VADODARA,22/6/2020,6:23,7971
1257,SAUDI AIRLINES SAUDIA,DELHI,THANE,24/5/2020,23:28,7904
1276,SAUDI AIRLINES SAUDIA,KOLKATA,BHOPAL,8/6/2020,4:5,4831
1293,AIR INDIA,DELHI,SURAT,26/7/2020,1:5,7858
1267,AIR INDIA,BHOPAL,AHMEDABAD,5/7/2020,7:18,6092
1296,VISTARA,KANPUR,PUNE,4/6/2020,6:27,8930
1254,SPICEJET,AHMEDABAD,THANE,8/6/2020,18:28,8698
1282,AIR INDIA,NASHIK,JAIPUR,1/6/2020,9:49,7980
1283,ALLIANCE AIR,SURAT,VASAI-VIRAR,2/7/2020,4:24,7722
1289,INDIGO,NAGPUR,VADODARA,3/7/2020,9:43,7689
1270,ETIHAD AIRWAYS,VADODARA,THANE,11/5/2020,17:24,9257
1281,ALLIANCE AIR,MUMBAI,THANE,29/6/2020,18:45,6680
1294,ETIHAD AIRWAYS,VARANASI,BANGALORE,5/6/2020,20:19,4435
1272,ALLIANCE AIR,DELHI,VISAKHAPATNAM,8/6/2020,13:40,4519
1285,ALLIANCE AIR,VASAI-VIRAR,KANPUR,28/7/2020,0:58,6609
1269,GOAIR,AHMEDABAD,PUNE,13/6/2020,6:12,8701
1252,TRUJET,KANPUR,MEERUT,28/6/2020,18:26,6522
1292,SPICEJET,HYDERABAD,VARANASI,21/6/2020,13:55,4425
1286,SPICEJET,HYDERABAD,VADODARA,20/7/2020,15:23,8101
1300,QATAR AIRWAYS,SURAT,PATNA,9/6/2020,4:43,8989
1265,GOAIR,VISAKHAPATNAM,PUNE,27/7/2020,2:55,5190
1266,SAUDI AIRLINES SAUDIA,DELHI,AGRA,20/6/2020,5:7,7504
1288,ALLIANCE AIR,DELHI,NASHIK,24/6/2020,20:39,6404
1271,AIR INDIA,BHOPAL,NAGPUR,29/5/2020,19:17,4905
1268,TRUJET,AGRA,VASAI-VIRAR,20/7/2020,20:13,8921
1279,ETIHAD AIRWAYS,VISAKHAPATNAM,VISAKHAPATNAM,22/6/2020,5:36,7796
1259,TRUJET,FARIDABAD,RAJKOT,18/6/2020,7:23,6065
1291,GOAIR,LUCKNOW,JAIPUR,8/6/2020,20:29,4849
1284,AIRASIA INDIA,KALYAN-DOMBIVLI,LUDHIANA,28/5/2020,4:8,4828
1255,ALLIANCE AIR,GHAZIABAD,VADODARA,5/7/2020,5:13,8464
1264,ALLIANCE AIR,NASHIK,GHAZIABAD,1/5/2020,7:54,7743
1262,ALLIANCE AIR,INDORE,VADODARA,16/5/2020,2:28,8621
1275,TRUJET,CHENNAI,DELHI,29/5/2020,17:59,8875
1261,SPICEJET,PATNA,NAGPUR,3/6/2020,11:15,4003
1278,TRUJET,RAJKOT,CHENNAI,12/7/2020,14:38,9111
1263,SAUDI AIRLINES SAUDIA,BHOPAL,KANPUR,7/7/2020,7:38,7868
1260,SPICEJET,KOLKATA,JAIPUR,23/5/2020,19:45,7281
1287,AIRASIA INDIA,AHMEDABAD,INDORE,17/6/2020,18:20,6686
1295,QATAR AIRWAYS,JAIPUR,BHOPAL,7/7/2020,21:22,6789
1277,AIR INDIA,KALYAN-DOMBIVLI,RAJKOT,9/7/2020,18:23,5321
1273,AIRASIA INDIA,HYDERABAD,VASAI-VIRAR,3/6/2020,23:28,6762
1258,TRUJET,MEERUT,JAIPUR,12/5/2020,19:34,7046
1280,VISTARA,AGRA,KALYAN-DOMBIVLI,24/5/2020,7:50,6149
1274,ALLIANCE AIR,AHMEDABAD,RAJKOT,16/5/2020,18:11,5150
1251,SPICEJET,BHOPAL,PUNE,2/5/2020,6:1,4203
1290,AIR INDIA,FARIDABAD,AGRA,20/6/2020,0:30,9347
1256,AIRASIA INDIA,KALYAN-DOMBIVLI,PIMPRI-CHINCHWAD,27/6/2020,23:30,7269
1298,SPICEJET,DELHI,AHMEDABAD,26/7/2020,3:40,6526
1297,VISTARA,RAJKOT,LUDHIANA,30/7/2020,1:34,8965
1348,QATAR AIRWAYS,GHAZIABAD,LUCKNOW,10/7/2020,6:11,4314
1338,SPICEJET,PIMPRI-CHINCHWAD,FARIDABAD,10/5/2020,11:35,4344
1341,VISTARA,MEERUT,AHMEDABAD,24/5/2020,7:24,9873
1317,INDIGO,FARIDABAD,NASHIK,4/6/2020,17:26,5156
1334,VISTARA,BANGALORE,VISAKHAPATNAM,16/6/2020,18:58,6098
1346,AIR INDIA,JAIPUR,PIMPRI-CHINCHWAD,22/5/2020,3:37,7871
1347,ETIHAD AIRWAYS,VADODARA,VADODARA,5/5/2020,11:59,9469
1327,INDIGO,SURAT,JAIPUR,6/5/2020,13:7,8370
1339,AIRASIA INDIA,BHOPAL,NAGPUR,7/5/2020,15:37,7258
1308,TRUJET,PUNE,FARIDABAD,28/7/2020,23:26,8552
1321,SAUDI AIRLINES SAUDIA,VADODARA,CHENNAI,29/7/2020,4:4,9676
1304,TRUJET,AHMEDABAD,MEERUT,3/7/2020,1:39,5477
1330,INDIGO,AGRA,CHENNAI,28/6/2020,5:50,4501
1345,ALLIANCE AIR,PUNE,AHMEDABAD,8/5/2020,10:36,5029
1342,SAUDI AIRLINES SAUDIA,LUCKNOW,VISAKHAPATNAM,25/6/2020,0:2,7917
1305,AIR INDIA EXPRESS,DELHI,AHMEDABAD,26/7/2020,2:55,5880
1310,SAUDI AIRLINES SAUDIA,VARANASI,VASAI-VIRAR,7/5/2020,0:34,8625
1316,AIRASIA INDIA,VARANASI,VADODARA,24/7/2020,12:58,5394
1329,AIRASIA INDIA,VADODARA,MEERUT,17/6/2020,7:39,7340
1331,QATAR AIRWAYS,GHAZIABAD,VARANASI,24/5/2020,10:28,5463
1312,VISTARA,DELHI,RAJKOT,13/6/2020,11:48,7048
1315,SAUDI AIRLINES SAUDIA,PIMPRI-CHINCHWAD,JAIPUR,6/6/2020,8:26,7031
1302,SPICEJET,GHAZIABAD,NAGPUR,10/6/2020,0:48,5183
1303,TRUJET,THANE,DELHI,5/7/2020,8:4,5049
1328,ETIHAD AIRWAYS,INDORE,BHOPAL,11/6/2020,3:28,7209
1311,ALLIANCE AIR,KOLKATA,KANPUR,3/7/2020,14:19,6670
1326,AIR INDIA,VADODARA,PUNE,19/5/2020,7:2,5343
1322,AIRASIA INDIA,CHENNAI,GHAZIABAD,30/5/2020,3:35,6851
1343,QATAR AIRWAYS,KALYAN-DOMBIVLI,AHMEDABAD,4/5/2020,0:43,6144
1325,SPICEJET,BHOPAL,BANGALORE,26/5/2020,12:44,9346
1349,GOAIR,MUMBAI,DELHI,13/7/2020,0:15,8372
1335,ALLIANCE AIR,JAIPUR,LUCKNOW,28/6/2020,14:57,4265
1324,GOAIR,VASAI-VIRAR,HYDERABAD,12/6/2020,13:26,4879
1320,INDIGO,LUDHIANA,NAGPUR,27/6/2020,17:13,4510
1319,SPICEJET,FARIDABAD,AGRA,16/7/2020,9:30,6513
1344,AIRASIA INDIA,RAJKOT,BHOPAL,16/5/2020,18:53,5379
